m,beta,delta,p1,p2,s,stable,grids,equilibrium_count,completion_spread,cutoffs
1.8102107630527906,0.8165604041224797,0.6857481297167538,0.5061697395906128,0.7271293172482118,3.1330407023801294,True,"151,301,601",1,0.0,0.5061697396
0.6527758005134698,0.7910738075252024,0.41537880747064393,0.6164913254322641,0.7474337188339506,1.1497397465345245,True,"151,301,601",1,0.0,0.6164913254
1.7920616653794608,0.6759453989056552,0.5566840482690552,0.4001884050373852,0.603305488004113,2.6809344802997366,True,"151,301,601",1,0.0,0.400188405
1.5278635802883263,0.6858834988524813,0.707389753499636,0.36518062334162554,0.3824223755019485,2.9686109490189545,True,"151,301,601",1,0.0,0.3612339365
4.096278149061806,0.6529800526005187,0.3556012323074634,0.5023561228574802,0.5830238223386824,3.1866572983319132,True,"151,301,601",1,0.0,0.5023561229
0.6026486650514348,0.9313554364258846,0.4566979866358493,0.013107888266317532,0.19369580740072623,1.632486685035413,True,"151,301,601",1,0.0,0
13.710497315753429,0.7926622238086787,0.41498701547887584,0.6761829802365645,0.7761458162000509,2.3170184384235526,True,"151,301,601",1,0.0,0.6761829802
3.502590453864651,0.8766185789846979,0.5686379151401664,0.1905766872929091,0.709913159013642,2.666110967969513,True,"151,301,601",1,0.0,0.1905766873
5.125156619658239,0.5898729762480862,0.6114953053920611,0.07481234296656965,0.20442834963496637,3.7570641627015244,True,"151,301,601",1,0.0,0.05827810772
6.074201130807508,0.706576897188949,0.47548958224431903,0.12402516993582877,0.23293220637216322,3.1061906091126703,True,"151,301,601",1,0.0,0.1182539418
5.9456233791925275,0.8654229712781909,0.40620485557069885,0.4187828799081517,0.480521690234782,3.772225800669065,True,"151,301,601",1,0.0,0.4187828799
0.9249999659490805,0.7417196107523559,0.9214140970093893,0.2621459238057944,0.7226587754296003,2.373120618305313,True,"151,301,601",1,0.0,0.2621459238
4.829815845442313,0.5546322959557012,0.8205656968913946,0.2758182765371218,0.2869169995884141,1.628847788253815,True,"151,301,601",1,0.0,0.2747533481
10.413203289457778,0.7174744233011072,0.7525440415294318,0.4894242294688664,0.6123555271358483,2.1054765141651752,True,"151,301,601",1,0.0,0.4894242295
4.835111974744438,0.7541819011511919,0.702768264714732,0.6330189509118866,0.6500775063502177,1.0243973847763423,True,"151,301,601",1,0.0,0.6330189509
2.5675110348870813,0.8779787622184101,0.9209470611708237,0.3655679938846274,0.8061849578527981,2.369646996838909,True,"151,301,601",1,0.0,0.3655679939
1.9355315950659076,0.9405459862774374,0.41545234207358106,0.04309146787704625,0.6559081478240016,1.9187792949479432,True,"151,301,601",1,0.0,0.02094832328
4.14745937462826,0.6343439210073964,0.6239220292809888,0.4878823536470627,0.5341612701718533,1.078656373375902,True,"151,301,601",1,0.0,0.4878823536
1.7101086407783639,0.8868286939457107,0.8236971582773247,0.7433164703951873,0.780805130193961,3.005088357784273,True,"151,301,601",1,0.0,0.743297781
4.4753569427680375,0.5875535405960736,0.9230637967709219,0.2098189329968832,0.4990385192265918,2.8265576370824936,True,"151,301,601",1,0.0,0.209818933
4.671913433159904,0.5611973212090878,0.3838310367702045,0.04984263442468248,0.15491461837146114,3.5162711868132024,True,"151,301,601",1,0.0,0.03554302759
12.803332462404812,0.6266557068120865,0.40687371097982866,0.4872774717000531,0.5659701197167463,1.4589687822112118,True,"151,301,601",1,0.0,0.4872774717
12.184874614078666,0.6803132434051915,0.6115855958488559,0.16585479958513163,0.6656173297386367,2.8761014673468988,True,"151,301,601",1,0.0,0.1658547996
8.090138349037083,0.8954993677588173,0.8115686666909124,0.3571561245207371,0.38125267441470256,2.7448081198530256,True,"151,301,601",1,0.0,0.3570748973
9.34216629825832,0.8935470544315238,0.6339157229488201,0.18591575317255937,0.31709537166168095,3.5756245370792055,True,"151,301,601",1,0.0,0.1859157532
0.9293756122943673,0.6229783452144969,0.6209743902852719,0.1736688846038449,0.17862689629203826,1.3685084008288864,True,"151,301,601",1,0.0,0.1698247502
6.011872020858097,0.7718140769095871,0.9052772637568193,0.36042198666400294,0.4601440495647965,1.4557092779827172,True,"151,301,601",1,0.0,0.3604219867
2.1579659924917878,0.8469844505789705,0.477094112159347,0.40492566909309574,0.5206248144753124,2.8345846036887568,True,"151,301,601",1,0.0,0.4013752139
1.0202182575464802,0.6717243802766706,0.4115841734146323,0.058549734299415394,0.5753057020400832,3.4365687028729566,True,"151,301,601",1,0.0,0.04769918731
9.54635499079731,0.7482843128500745,0.9720157818963514,0.35347791694894076,0.49282368848094454,2.3272928019214607,True,"151,301,601",1,0.0,0.3534779169
1.4069673833595047,0.82294714254047,0.5620756477641328,0.3718431685746487,0.47466931717227745,2.431110019341338,True,"151,301,601",1,0.0,0.3587151112
6.848484527036635,0.7892982213316261,0.7935723478526533,0.47612652921581206,0.48110017288972057,3.8310630131003514,True,"151,301,601",1,0.0,0.4761036345
2.2755092534086594,0.8683515604636218,0.49382369494893896,0.41645875940619365,0.8200999444501798,3.3623475794563444,True,"151,301,601",1,0.0,0.4164587594
9.799802285151445,0.5663687919720286,0.8477751973807837,0.11265708603448486,0.47778710481256764,3.4347398295349345,True,"151,301,601",1,0.0,0.112657086
5.953230852668922,0.8324831667337523,0.3647022863522887,0.2537540402360005,0.6272795401888032,1.9422809040396078,True,"151,301,601",1,0.0,0.2537540402
1.556303708395982,0.6026804434210311,0.8973449995039092,0.018344503529772384,0.31385339527363554,3.905488639185885,True,"151,301,601",1,0.0,0
1.7610605007905025,0.8082166343394184,0.5783287149379964,0.6757114145485609,0.6957016271295718,3.6176778805780887,True,"151,301,601",1,0.0,0.6753194887
5.616663613390423,0.871711300278105,0.4131264067522612,0.5787667345740369,0.8423389885290391,1.1948519227719014,True,"151,301,601",1,0.0,0.5787667346
7.449076879044963,0.9015478030455921,0.43157430149233206,0.6418010903073013,0.7870885063798887,3.7207218914085773,True,"151,301,601",1,0.0,0.6418010903
4.405283781785092,0.9212769754714654,0.8336928885192043,0.6264014689952638,0.7526911447056659,2.8141177595935862,True,"151,301,601",1,0.0,0.626401469
2.00348967250042,0.9275082527280522,0.7550375027189709,0.4422162779463512,0.899537979778948,1.558182545214128,True,"151,301,601",1,0.0,0.4422162779
3.659364520003283,0.8442577927975186,0.7015581127462021,0.36825486993284595,0.5023160715451498,1.0321312571946892,True,"151,301,601",1,0.0,0.3682548699
1.7772828447217457,0.9049785377701813,0.7732378235123605,0.5107013252105856,0.5807242677383213,1.4145776592176107,True,"151,301,601",1,0.0,0.5052429866
4.995198788316629,0.8535875960734618,0.9401191735918576,0.646049595225282,0.8131527530533991,2.5383776203196993,True,"151,301,601",1,0.0,0.6460495952
1.0597930817928538,0.7829680054594673,0.4733410402180839,0.6069429970878698,0.6299099343213238,2.9056329619731454,True,"151,301,601",1,0.0,0.6053283354
1.224049363707326,0.6934592980753186,0.39116115748286684,0.3346596508803419,0.3888723353279122,3.336161838784415,True,"151,301,601",1,0.0,0.3283774973
0.869350100134092,0.7090950032784066,0.9406506482972394,0.34638069422211676,0.48813760075050905,2.559637337199555,True,"151,301,601",1,0.0,0.3110433461
0.5550856428713535,0.7141168695737443,0.4346854425562058,0.33338062797985685,0.5071982599408493,1.6695859794014767,True,"151,301,601",1,0.0,0.3200012698
1.5933686237943565,0.8392927006029454,0.6840476445170127,0.22986054578523218,0.7937015046119975,1.004842673986707,True,"151,301,601",1,0.0,0.2298605458
1.6648284469715167,0.7766501768866285,0.4990516242854979,0.5842946654100466,0.6241443227981252,2.3402551072478475,True,"151,301,601",1,0.0,0.5832922385
1.4883738785753038,0.6076817983564082,0.7701206330261836,0.2837622961573698,0.3020505801271455,3.0983783440520507,True,"151,301,601",1,0.0,0.277389547
1.871608930277442,0.9499356183969823,0.9141998028929204,0.22804625462170094,0.7948486724563097,1.0671961890094628,True,"151,301,601",1,0.0,0.2280462546
1.132680822569801,0.6918869768153155,0.4203224562984448,0.3812486759363258,0.6024182676455294,2.829768528991333,True,"151,301,601",1,0.0,0.3812486759
0.6839825845493401,0.8128304339419254,0.831932711365147,0.012539000538868746,0.7538888189625191,2.310421007303644,True,"151,301,601",1,0.0,0
3.8349066651160926,0.8235185109443928,0.677182833154652,0.13547667029719795,0.4554833405158194,2.3715928463875526,True,"151,301,601",1,0.0,0.1264348427
0.6809961819054002,0.8931923365007195,0.6441935292336483,0.21243161440682812,0.22401053757428363,1.282112351788693,True,"151,301,601",1,0.0,0.2004815045
11.88276808374038,0.8720109812003176,0.4733047163180913,0.5597858980777008,0.7955504076949473,1.657463162100901,True,"151,301,601",1,0.0,0.5597858981
4.4111292707208944,0.8325877353106272,0.5753709430959774,0.41686223299244773,0.6293397198736519,2.6680298422822086,True,"151,301,601",1,0.0,0.416862233
1.368455734343075,0.6451136081564552,0.6604408565411617,0.4681201205315058,0.5805593210743114,1.8219198669702248,True,"151,301,601",1,0.0,0.4681201205
9.58284912339253,0.8943934925857617,0.631801166524343,0.673208479242026,0.7005177515004514,3.86189832644037,True,"151,301,601",1,0.0,0.6732084792
6.823141170539327,0.9023942150878548,0.9313535941036056,0.664868862307556,0.740255415128457,3.2242468062677236,True,"151,301,601",1,0.0,0.6648688623
8.555800590671387,0.5677302861095124,0.6713293385769861,0.11651904703897036,0.40032235176532543,2.197827121524135,True,"151,301,601",1,0.0,0.116519047
4.004973082204603,0.9103527237779199,0.8552448318471005,0.6367559157538077,0.6542500649130917,2.1490073270889556,True,"151,301,601",1,0.0,0.6366859059
11.844467733374083,0.7167575906418024,0.686931217004595,0.40738700075238216,0.4671341626719928,1.0483487286446116,True,"151,301,601",1,0.0,0.4073870008
2.7784458256717968,0.8185832735371434,0.9337927059314435,0.35980829947182724,0.40704041907749344,3.9263857501679964,True,"151,301,601",1,0.0,0.3543964715
0.7465641599577424,0.7872317200941752,0.8825503906508992,0.6345319326117156,0.6688259100248353,1.1619921354690497,True,"151,301,601",1,0.0,0.6345319326
3.9297525918656953,0.8485788034332362,0.691829861256837,0.3165367384157892,0.7725401235330358,1.68100276256885,True,"151,301,601",1,0.0,0.3165367384
2.149499037234621,0.7176641529435509,0.35180944875713793,0.539746934568314,0.6139728940837025,3.9527033504825835,True,"151,301,601",1,0.0,0.5397469346
0.6260353932172202,0.6974850273831328,0.6553406906002476,0.03810592934387117,0.10878570477447275,2.2493568867179654,True,"151,301,601",1,0.0,0
0.950076692879259,0.8272851449735695,0.6009958843493655,0.13427268114703922,0.4265176440884433,1.228119984292325,True,"151,301,601",1,0.0,0.05543816626
6.10928606981054,0.8166036203804746,0.5743887224939268,0.5418649680342162,0.7945429264649779,3.2116260465572055,True,"151,301,601",1,0.0,0.541864968
8.872336180254658,0.8657881850416018,0.3727692052302939,0.6546479462268731,0.8051609506873241,1.4680633590116718,True,"151,301,601",1,0.0,0.6546479462
2.239912057075415,0.9445254549191107,0.9711699960380425,0.08926739780957259,0.24923658689511624,1.7449951320577664,True,"151,301,601",1,0.0,0
5.55975862192704,0.9117839024204883,0.4716824566420852,0.3781159568375206,0.6777462118432893,2.85802947967927,True,"151,301,601",1,0.0,0.3781159568
4.882777182913966,0.6097281785507215,0.7012902923279327,0.026902274441729546,0.5219698760519502,3.439623391541101,True,"151,301,601",1,0.0,0.02508255268
1.3214097541792011,0.8272358750237843,0.4501785763165956,0.1991183083787066,0.5651982113560461,3.103272711521422,True,"151,301,601",1,0.0,0.1846708289
2.896010255543667,0.5561415489060884,0.44765163589912677,0.1409187703536256,0.20657505305085466,3.3860066853236592,True,"151,301,601",1,0.0,0.1311815662
1.0151853388598806,0.7383035495273689,0.44123471795067815,0.42385661176441203,0.6995058566378749,3.5698337884492544,True,"151,301,601",1,0.0,0.4238566118
3.0672176514349614,0.5817105028715278,0.618410587894398,0.11478676816018143,0.43056513414011244,1.6284298490032465,True,"151,301,601",1,0.0,0.1137055931
2.821283351586846,0.7490726569835124,0.7492633582241192,0.646795564392746,0.7465850629697973,2.0366065478609316,True,"151,301,601",1,0.0,0.6467955644
10.761529305662881,0.7714159317625875,0.7206023694495939,0.1959136537992655,0.7169345619584434,3.8603770572513563,True,"151,301,601",1,0.0,0.1959136538
2.3961044272837073,0.697616069810243,0.70791413907988,0.21292422086227747,0.5158011944386771,2.2851797396376354,True,"151,301,601",1,0.0,0.2129242209
0.6811251493995589,0.6286900513636178,0.8564060681459806,0.027011254880908886,0.34487764876078236,1.3559585037015267,True,"151,301,601",1,0.0,0
2.638189011398196,0.9349240538419707,0.8613679104404488,0.4927586280671592,0.6724756031510185,2.0007682361072128,True,"151,301,601",1,0.0,0.4927586281
4.284872329678181,0.6521393926096869,0.3575068413280794,0.6292555812274809,0.6399981594712753,3.339614662903966,True,"151,301,601",1,0.0,0.6292555812
7.392271333547457,0.5608901391517807,0.9611262049947591,0.11922961508791519,0.29268663494471747,3.8536548229071146,True,"151,301,601",1,0.0,0.1183144666
4.760483890687639,0.9144700286856021,0.9071099200339353,0.5317729689234011,0.7440798103578388,2.4873638185694222,True,"151,301,601",1,0.0,0.5317729689
2.6478606452252933,0.8477339722837643,0.7050218750402653,0.135664715914014,0.7241614368339577,2.2497890402011596,True,"151,301,601",1,0.0,0.1356647159
1.3692611438444784,0.6809863312439632,0.6003400342238183,0.3029130030819627,0.6343842182655595,3.296727615675839,True,"151,301,601",1,0.0,0.3029130031
5.160819172884663,0.6838035620127413,0.5318474625163699,0.0868254798057651,0.4461831703302997,1.2181326532392878,True,"151,301,601",1,0.0,0.08488500115
1.143718602366707,0.6930031118485809,0.747865863922549,0.16672271230860067,0.16990711104685483,1.7212878875225406,True,"151,301,601",1,0.0,0.1631438854
0.5030548986840715,0.6312993882565011,0.9799133927763362,0.5969473834533277,0.5974348671157019,2.127783209453215,True,"151,301,601",1,0.0,0.5969035241
2.2052546693255137,0.5614625794499494,0.553541146686033,0.5138358435445468,0.5470386219324835,1.8943038638153058,True,"151,301,601",1,0.0,0.5138358435
4.873680806364859,0.6841058386073041,0.4428264122805409,0.15274279346085795,0.1818886428594543,3.0561024271090806,True,"151,301,601",1,0.0,0.1491303937
1.6039133147346218,0.9066022668830722,0.7332191040436387,0.6853003510781697,0.7090229769333988,1.5516678041943353,True,"151,301,601",1,0.0,0.683403536
1.1934891887254013,0.899783526259599,0.5828155039806069,0.30652416283082945,0.5720386908207353,3.5891775000710497,True,"151,301,601",1,0.0,0.2855405521
15.35185916010737,0.7696120233189285,0.45713236047588124,0.1979381679810321,0.20480325722831735,1.5952663023101663,True,"151,301,601",1,0.0,0.1978729868
3.8052909309996985,0.7470529984960685,0.5587816136870662,0.44952887261275537,0.6243596826637793,1.5653652148513464,True,"151,301,601",1,0.0,0.4495288726
0.9518888634168372,0.5654165762014813,0.4652283417570468,0.4420460373977945,0.5501395528510054,3.009777473791333,True,"151,301,601",1,0.0,0.4420460374
0.5113182276649275,0.8920970094592007,0.881460832084799,0.02786060030210325,0.886423284368084,3.5631254529998957,True,"151,301,601",1,0.0,0.0278606003
6.2428662465968,0.5985286013828084,0.9140263718566208,0.11348932633877974,0.3903897748251142,3.8965965912428353,True,"151,301,601",1,0.0,0.1134893263
4.623954135635963,0.5554528861023378,0.6893589806673732,0.5189718223190447,0.5369996197027542,2.1834014290685206,True,"151,301,601",1,0.0,0.5189718223
